node_source,class_domain,class_domain.class_id,property,property_id,node_target,class_range,class_range.
19,GecureerdeCollectie,http://www.cidoc-crm.org/cidoc-crm/E78_Collection,GecureerdeCollectie.titel,http://www.cidoc-crm.org/cidoc-crm/P102_has_title,43,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
22,Recht,http://www.cidoc-crm.org/cidoc-crm/E30_Right,Recht.beschrijving,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,62,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving
22,Recht,http://www.cidoc-crm.org/cidoc-crm/E30_Right,Recht.type,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,63,TypeRecht,http://www.w3.org/2004/02/skos/core#Concept
23,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,28,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
23,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,29,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
32,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving,Beschrijving.tekst,https://data.vlaanderen.be/ns/cultureel-erfgoed#tekst,90,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
32,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving,Beschrijving.type,https://data.vlaanderen.be/ns/cultureel-erfgoed#type,91,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept
33,TypeConditie,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,153,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
33,TypeConditie,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,154,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
34,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving,Beschrijving.tekst,https://data.vlaanderen.be/ns/cultureel-erfgoed#tekst,92,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
34,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving,Beschrijving.type,https://data.vlaanderen.be/ns/cultureel-erfgoed#type,93,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept
36,TypeGrootheid,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,163,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
36,TypeGrootheid,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,164,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
39,Identificator,http://www.w3.org/ns/adms#Identifier,Entiteit.beschrijving,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,114,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
39,Identificator,http://www.w3.org/ns/adms#Identifier,Entiteit.type,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,115,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept
39,Identificator,http://www.w3.org/ns/adms#Identifier,Identificator.identificator,http://www.w3.org/2004/02/skos/core#notation,116,GetypeerdeString,http://www.w3.org/2000/01/rdf-schema#Literal
39,Identificator,http://www.w3.org/ns/adms#Identifier,Identificator.toegekendDoor,http://purl.org/dc/terms/creator,117,Agent,http://purl.org/dc/terms/Agent
40,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,157,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
40,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,158,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
41,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,78,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
41,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,79,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
45,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,159,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
45,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,160,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
47,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,80,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
47,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,81,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
50,TypeMateriaal,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,165,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
50,TypeMateriaal,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,166,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
52,TypeTechniek,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,169,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
52,TypeTechniek,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,170,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
53,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,82,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
53,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,83,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
56,Rol,https://data.vlaanderen.be/ns/cultureel-erfgoed#Rol,Rol.agent,https://data.vlaanderen.be/ns/cultureel-erfgoed#Rol.agent,149,Agent,http://purl.org/dc/terms/Agent
56,Rol,https://data.vlaanderen.be/ns/cultureel-erfgoed#Rol,Rol.rol,http://www.cidoc-crm.org/cidoc-crm/P14.1_in_the_role_of,150,TypeRol,http://www.w3.org/2004/02/skos/core#Concept
62,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving,Beschrijving.tekst,https://data.vlaanderen.be/ns/cultureel-erfgoed#tekst,94,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
62,Beschrijving,https://data.vlaanderen.be/ns/cultureel-erfgoed#Beschrijving,Beschrijving.type,https://data.vlaanderen.be/ns/cultureel-erfgoed#type,95,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept
63,TypeRecht,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,167,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
63,TypeRecht,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,168,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
66,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,86,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
66,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,87,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
67,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,88,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
67,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,89,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
69,Identificator,http://www.w3.org/ns/adms#Identifier,Entiteit.beschrijving,http://www.cidoc-crm.org/cidoc-crm/P3_has_note,118,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
69,Identificator,http://www.w3.org/ns/adms#Identifier,Entiteit.type,http://www.cidoc-crm.org/cidoc-crm/P2_has_type,119,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept
69,Identificator,http://www.w3.org/ns/adms#Identifier,Identificator.identificator,http://www.w3.org/2004/02/skos/core#notation,120,GetypeerdeString,http://www.w3.org/2000/01/rdf-schema#Literal
69,Identificator,http://www.w3.org/ns/adms#Identifier,Identificator.toegekendDoor,http://purl.org/dc/terms/creator,121,Agent,http://purl.org/dc/terms/Agent
70,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,161,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
70,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,162,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
91,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,293,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
91,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,294,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
93,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,295,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
93,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,296,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
95,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,297,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
95,TypeBeschrijving,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,298,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
115,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,309,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
115,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,310,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
117,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,204,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
117,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,205,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
119,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,311,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
119,TypeEntiteit,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,312,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
121,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,206,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
121,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,207,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
149,Agent,http://purl.org/dc/terms/Agent,foaf:name,http://xmlns.com/foaf/0.1/name,208,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
149,Agent,http://purl.org/dc/terms/Agent,prov:wasAttributedTo,http://www.w3.org/ns/prov#wasAttributedTo,209,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
150,TypeRol,http://www.w3.org/2004/02/skos/core#Concept,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,319,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
150,TypeRol,http://www.w3.org/2004/02/skos/core#Concept,skos:prefLabel,http://www.w3.org/2004/02/skos/core#prefLabel,320,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
,Locatie,http://www.w3.org/ns/prov#Location,foaf:name,http://xmlns.com/foaf/0.1/name,,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
,Locatie,http://www.w3.org/ns/prov#Location,owl:sameAs,http://www.w3.org/2002/07/owl#sameAs,319,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity
,Entiteit,http://www.cidoc-crm.org/cidoc-crm/E1_CRM_Entity,foaf:name,http://xmlns.com/foaf/0.1/name,,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
,StandaardEenheid,https://data.vlaanderen.be/ns/generiek#StandaardEenheid,foaf:name,http://xmlns.com/foaf/0.1/name,,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
,Periode,http://id.loc.gov/datatypes/edtf/EDTF,foaf:name,http://xmlns.com/foaf/0.1/name,,TaalString,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
